"Style";"String";"ChatGPT";"Llama 2 7B";"NeuroParsCit"
"alphabetic";"[WIN80]DA WINDSOR. “BIBLIOMETRICS AND DRUGS”. In: JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES 20.4 (1980), p. 255. issn: 0095-2338. doi: 10.1021/ci60024a600.";"@article{WIN80,   author = {D.A. Windsor},   title = {Bibliometrics and Drugs},   journal = {Journal of Chemical Information and Computer Sciences},   volume = {20},   number = {4},   year = {1980},   pages = {255},   issn = {0095-2338},   doi = {10.1021/ci60024a600}, }  ";"@article{WIN80, title={Bibliometrics and drugs}, author={W INDSOR, DA}, journal={JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES}, pages={255}, issn={0095-2338}, doi={10.1021/ci60024a600},}";"[WIN80]DA AUTHOR WINDSOR. AUTHOR “BIBLIOMETRICS AUTHOR AND AUTHOR DRUGS”. AUTHOR In: AUTHOR JOURNAL AUTHOR OF JOURNAL CHEMICAL JOURNAL INFORMATION JOURNAL AND JOURNAL COMPUTER JOURNAL SCIENCES JOURNAL 20.4 VOLUME (1980), DATE p. PAGES 255. PAGES issn: VOLUME 0095-2338. PAGES doi: NOTES 10.1021/ci60024a600. PAGES"
"alphabetic";"[Cox+19]Andrew Cox et al. “Competencies for bibliometrics”. In: JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE 51.3 (2019), pp. 746–762. issn: 0961-0006. doi: 10.1177/0961000617728111.";"@article{Cox+19,   author = {Andrew Cox and others},   title = {Competencies for Bibliometrics},   journal = {Journal of Librarianship and Information Science},   volume = {51},   number = {3},   year = {2019},   pages = {746--762},   issn = {0961-0006},   doi = {10.1177/0961000617728111}, }  ";"@ARTICLE{Cox+19, title={Competencies for bibliometrics}, author={Andrew Cox et al.}, journal={JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE}, volume={51}, pages={746\u2013762}, issn={0961-0006}, doi={10.1177/0961000617728111}, }";"[Cox+19]Andrew AUTHOR Cox AUTHOR et AUTHOR al. AUTHOR “Competencies TITLE for TITLE bibliometrics”. TITLE In: TITLE JOURNAL TITLE OF TITLE LIBRARIANSHIP JOURNAL AND JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 51.3 VOLUME (2019), DATE pp. PAGES 746–762. PAGES issn: VOLUME 0961-0006. PAGES doi: NOTES 10.1177/0961000617728111. PAGES"
"alphabetic";"[Sil+12]Roberto da Silva et al. “Universality in bibliometrics”. In: PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS 391.5 (2012), pp. 2119–2128. issn: 0378-4371. doi: 10.1016/j.physa.2011.11.021.";"@article{Sil+12,   author = {Roberto da Silva and others},   title = {Universality in Bibliometrics},   journal = {Physica A-Statistical Mechanics and Its Applications},   volume = {391},   number = {5},   year = {2012},   pages = {2119--2128},   issn = {0378-4371},   doi = {10.1016/j.physa.2011.11.021}, }  ";"@ARTICLE{Sil+12, title={Universality in bibliometrics}, author={Roberto da Silva et al.}, journal={PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS}, volume={391}, pages={2119\u20132128}, issn={0378-4371}, doi={10.1016/j.physa.2011.11.021}, }";"[Sil+12]Roberto AUTHOR da AUTHOR Silva AUTHOR et AUTHOR al. AUTHOR “Universality TITLE in TITLE bibliometrics”. TITLE In: TITLE PHYSICA TITLE A-STATISTICAL TITLE MECHANICS JOURNAL AND JOURNAL ITS JOURNAL APPLICATIONS JOURNAL 391.5 VOLUME (2012), DATE pp. PAGES 2119–2128. PAGES issn: VOLUME 0378-4371. PAGES doi: NOTE 10.1016/j.physa.2011.11.021. NOTE"
"alphabetic";"[MUN81]E MUNCHPETERSEN. “BIBLIOMETRICS AND FICTION”. In: LIBRI 31.1 (1981), pp. 1–21. issn: 0024-2667.";"@article{MUN81,   author = {E. Munchpetersen},   title = {Bibliometrics and Fiction},   journal = {Libri},   volume = {31},   number = {1},   year = {1981},   pages = {1--21},   issn = {0024-2667}, }  ";"@ARTICLE{MUN81, title={BIBLIOMETRICS AND FICTION}, author={E MUNCHPETERSEN}, journal={LIBRI}, volume={31}, pages={1\u201321}, issn{0024-2667},}";"[MUN81]E AUTHOR MUNCHPETERSEN. AUTHOR “BIBLIOMETRICS AUTHOR AND AUTHOR FICTION”. JOURNAL In: JOURNAL LIBRI JOURNAL 31.1 VOLUME (1981), DATE pp. PAGES 1–21. PAGES issn: NOTES 0024-2667. PAGES"
"alphabetic";"[HHR20]Eva Heinrich, Michael Henderson, and Petrea Redmond. “Editorial: AJET bibliometrics”. In: AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY 36.1 (2020), pp. I–IV. issn: 1449-3098. doi: 10.14742/ajet.6146.";"@article{HHR20,   author = {Eva Heinrich and Michael Henderson and Petrea Redmond},   title = {Editorial: AJET Bibliometrics},   journal = {Australasian Journal of Educational Technology},   volume = {36},   number = {1},   year = {2020},   pages = {I--IV},   issn = {1449-3098},   doi = {10.14742/ajet.6146}, }  ";"@MISC{HHR20, author = {Eva Heinrich and Michael Henderson and Petrea Redmond}, title = {Editorial: AJET bibliometrics}, journal = {AUSLOASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY}, volume = {36}, issue = {1}, pages = {I--IV}, issn = {1449-3098}, doi = {10.14742/ajet.6146},}";"[HHR20]Eva AUTHOR Heinrich, AUTHOR Michael AUTHOR Henderson, AUTHOR and AUTHOR Petrea AUTHOR Redmond. AUTHOR “Editorial: TITLE AJET TITLE bibliometrics”. TITLE In: TITLE AUSTRALASIAN TITLE JOURNAL JOURNAL OF JOURNAL EDUCATIONAL JOURNAL TECHNOLOGY JOURNAL 36.1 VOLUME (2020), DATE pp. PAGES I–IV. JOURNAL issn: NOTES 1449-3098. PAGES doi: NOTES 10.14742/ajet.6146. PAGES"
"alphabetic";"[BRO88]BC BROOKES. “BIBLIOMETRICS AT LUC DIEPENBEEK”. In: JOURNAL OF INFORMATION SCIENCE 14.1 (1988), pp. 63–64. issn: 0165-5515.";"@article{BRO88,   author = {B.C. Brookes},   title = {Bibliometrics at Luc Diepenbeek},   journal = {Journal of Information Science},   volume = {14},   number = {1},   year = {1988},   pages = {63--64},   issn = {0165-5515}, }  ";"@INPROceedings{BRO88, Author = {BC BROOKES}, Title = {BIBLIOMETRICS AT LUC DIENBEEK}, Journal = {JOURNAL OF INFORMATION SCIENCE}, Volume = {14}, Issue = {1 (208)}, Pages = {63-64}, Year = {1988}, ISSN = {0165-5515}, }";"[BRO88]BC DATE BROOKES. AUTHOR “BIBLIOMETRICS AUTHOR AT AUTHOR LUC AUTHOR DIEPENBEEK”. AUTHOR In: AUTHOR JOURNAL JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 14.1 VOLUME (1988), DATE pp. PAGES 63–64. PAGES issn: NOTES 0165-5515. PAGES"
"alphabetic";"[BRA88]T BRAUN. “BIBLIOMETRICS IN RESEARCH EVALUATION”. In: JOURNAL OF INFORMATION SCIENCE 14.6 (1988), pp. 365–366. issn: 0165-5515.";"@article{BRA88,   author = {T. Braun},   title = {Bibliometrics in Research Evaluation},   journal = {Journal of Information Science},   volume = {14},   number = {6},   year = {1988},   pages = {365--366},   issn = {0165-5515}, }   ";"@INPROceedings{BRA88, Author = {T BRAUN}, Title = {BIBLIOMETRICS IN RESEARCH EVALUATION}, Journal = {JOURNAL OF INFORMATION SCIENCE}, Volume = {14 (6)}, Issue = {3-4 (208)}, Pages = {365-366}, Year = {1988}, ISSN = {0165-5515}, }";"[BRA88]T AUTHOR BRAUN. AUTHOR “BIBLIOMETRICS AUTHOR IN AUTHOR RESEARCH AUTHOR EVALUATION”. AUTHOR In: AUTHOR JOURNAL JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 14.6 VOLUME (1988), DATE pp. PAGES 365–366. PAGES issn: NOTES 0165-5515. PAGES"
"alphabetic";"[RST19]Paolo Rossi, Alessandro Strumia, and Riccardo Torre. “Bibliometrics for collaboration works”. In: 17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019), VOL I. Ed. by G Catalano et al. Proceedings of the International Conference on Scientometrics and Informetrics. 17th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Sapienza Univ Rome, Rome, ITALY, SEP 02-05, 2019. Int Soc Scientometr & Informetr. 2019, pp. 975–983. isbn: 978-88-3381-118-5.";"@inproceedings{RST19,   author = {Paolo Rossi and Alessandro Strumia and Riccardo Torre},   title = {Bibliometrics for Collaboration Works},   booktitle = {17th International Conference on Scientometrics \& Informetrics (ISSI2019), Vol I},   editor = {G. Catalano et al.},   series = {Proceedings of the International Conference on Scientometrics and Informetrics},   year = {2019},   pages = {975--983},   isbn = {978-88-3381-118-5}, }  ";"@ARTICLE{RST19, Author = {{Paolo Rossi}, Alessandro Strumia, and Riccardo Torre}, Title = {Bibliometrics for collaboration works}, Journal = {17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019)}, Volume = {VOL I}, Edition = {Proceedings of the International Conference on Scientometrics and Informetrics (ISSI 2019)}, Pages = {975-983}, Year = {2019}, ISBN = {978-88-3381-118-5}, doi = {10.1051/epjconf/201918606004}, }";"[RST19]Paolo AUTHOR Rossi, AUTHOR Alessandro AUTHOR Strumia, AUTHOR and AUTHOR Riccardo AUTHOR Torre. AUTHOR “Bibliometrics TITLE for TITLE collaboration TITLE works”. TITLE In: BOOKTITLE 17TH BOOKTITLE INTERNATIONAL BOOKTITLE CONFERENCE BOOKTITLE ON BOOKTITLE SCIENTOMETRICS BOOKTITLE & BOOKTITLE INFORMETRICS BOOKTITLE (ISSI2019), EDITOR VOL EDITOR I. EDITOR Ed. EDITOR by EDITOR G EDITOR Catalano EDITOR et EDITOR al. EDITOR Proceedings BOOKTITLE of BOOKTITLE the BOOKTITLE International BOOKTITLE Conference BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics. BOOKTITLE 17th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Sapienza BOOKTITLE Univ BOOKTITLE Rome, BOOKTITLE Rome, BOOKTITLE ITALY, BOOKTITLE SEP BOOKTITLE 02-05, DATE 2019. DATE Int BOOKTITLE Soc BOOKTITLE Scientometr BOOKTITLE & BOOKTITLE Informetr. JOURNAL 2019, DATE pp. PAGES 975–983. PAGES isbn: BOOKTITLE 978-88-3381-118-5. PAGES"
"alphabetic";"[Kur18]Michael J. Kurtz. “Comparing People with Bibliometrics”. In: LIBRARY AND INFORMATION SERVICES IN ASTRONOMY VIII: ASTRONOMY LIBRARIANSHIP IN THE ERA OF BIG DATA AND OPEN SCIENCE. Ed. by S Lesteven et al. Vol. 186. EPJ Web of Conferences. Meeting on Library and Information Services in Astronomy VIII - Astronomy Librarianship in the Era of Big Data and Open Science, Observatoire Astronomique Strasbourg, Strasbourg, FRANCE, JUN 06-09, 2017. Astron & Astrophys; Centre Donnees Astronomique Strasbourg; Amer Astron Soc; SPIE Digital Lib; Monthly Notices Royal Astron Soc; IOP Sci; ESO; Elsevier; Springer Nature; Strasbourg Univ; City Strasbourg Eurometropole; Reg Grand Est; INSU CNRS. 2018. isbn: 978-2-7598-9054-5. doi: 10.1051/epjconf/201818606004.";"@inproceedings{Kur18,   author = {Michael J. Kurtz},   title = {Comparing People with Bibliometrics},   booktitle = {Library and Information Services in Astronomy VIII: Astronomy Librarianship in the Era of Big Data and Open Science},   editor = {S. Lesteven et al.},   series = {EPJ Web of Conferences},   volume = {186},   year = {2018},   pages = {06004},   isbn = {978-2-7598-9054-5},   doi = {10.1051/epjconf/201818606004}, }  ";"@ARTICLE{Kur18, Author = {Michael J. Giannoulis and Michael J. Giannoulis}, Title = {Bibliometrics in the social sciences: A review}, Journal = {BRITISH JOURNAL OF SOCIAL WORK}}, Volume = {37 (5)}, Issue = {208}, Pages = {951-953}, Year = {2007}, ISSN = {0045-3102}, }";"[Kur18]Michael AUTHOR J. AUTHOR Kurtz. AUTHOR “Comparing TITLE People TITLE with TITLE Bibliometrics”. TITLE In: TITLE LIBRARY TITLE AND BOOKTITLE INFORMATION TITLE SERVICES TITLE IN BOOKTITLE ASTRONOMY BOOKTITLE VIII: BOOKTITLE ASTRONOMY BOOKTITLE LIBRARIANSHIP BOOKTITLE IN BOOKTITLE THE BOOKTITLE ERA BOOKTITLE OF BOOKTITLE BIG BOOKTITLE DATA BOOKTITLE AND BOOKTITLE OPEN BOOKTITLE SCIENCE. BOOKTITLE Ed. EDITOR by EDITOR S EDITOR Lesteven EDITOR et EDITOR al. EDITOR Vol. VOLUME 186. PAGES EPJ BOOKTITLE Web BOOKTITLE of BOOKTITLE Conferences. BOOKTITLE Meeting BOOKTITLE on BOOKTITLE Library BOOKTITLE and BOOKTITLE Information BOOKTITLE Services BOOKTITLE in BOOKTITLE Astronomy BOOKTITLE VIII BOOKTITLE - BOOKTITLE Astronomy BOOKTITLE Librarianship BOOKTITLE in BOOKTITLE the BOOKTITLE Era BOOKTITLE of BOOKTITLE Big BOOKTITLE Data BOOKTITLE and BOOKTITLE Open BOOKTITLE Science, BOOKTITLE Observatoire BOOKTITLE Astronomique BOOKTITLE Strasbourg, BOOKTITLE Strasbourg, LOCATION FRANCE, BOOKTITLE JUN BOOKTITLE 06-09, DATE 2017. DATE Astron BOOKTITLE & BOOKTITLE Astrophys; BOOKTITLE Centre BOOKTITLE Donnees BOOKTITLE Astronomique BOOKTITLE Strasbourg; LOCATION Amer BOOKTITLE Astron BOOKTITLE Soc; BOOKTITLE SPIE BOOKTITLE Digital BOOKTITLE Lib; BOOKTITLE Monthly BOOKTITLE Notices BOOKTITLE Royal BOOKTITLE Astron BOOKTITLE Soc; BOOKTITLE IOP BOOKTITLE Sci; BOOKTITLE ESO; BOOKTITLE Elsevier; BOOKTITLE Springer PUBLISHER Nature; BOOKTITLE Strasbourg BOOKTITLE Univ; BOOKTITLE City BOOKTITLE Strasbourg BOOKTITLE Eurometropole; BOOKTITLE Reg BOOKTITLE Grand BOOKTITLE Est; BOOKTITLE INSU BOOKTITLE CNRS. BOOKTITLE 2018. BOOKTITLE isbn: BOOKTITLE 978-2-7598-9054-5. PAGES doi: BOOKTITLE 10.1051/epjconf/201818606004. NOTES"
"alphabetic";"[Ars13]Iskra Arsenova. “New application of bibliometrics”. In: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON INTEGRATED INFORMATION (IC-ININFO 2012). Ed. by G Giannakopoulos et al. Vol. 73. Procedia Social and Behavioral Sciences. 2nd International Conference on Integrated Information (IC-ININFO), Budapest, HUNGARY, AUG 30-SEP 03, 2012. 2013, pp. 678–682. doi: 10.1016/j.sbspro.2013.02.105.";"@inproceedings{Ars13,   author = {Iskra Arsenova},   title = {New Application of Bibliometrics},   booktitle = {Proceedings of the 2nd International Conference on Integrated Information (IC-ININFO 2012)},   editor = {G. Giannakopoulos et al.},   series = {Procedia Social and Behavioral Sciences},   volume = {73},   year = {2013},   pages = {678--682},   doi = {10.1016/j.sbspro.2013.02.105}, }  ";"@INPROceedings{Ars07, Author = {Iskra Arsenova}}, Title = {New application of bibliometrics}, Journal = {PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON INTEGRATED INFORMATION (IC-ININFO 2012)}, Volume = {73}, Pages = {678-682}, Year = {2013}, ISSN = {1495-2410},}";"[Ars13]Iskra AUTHOR Arsenova. AUTHOR “New TITLE application TITLE of TITLE bibliometrics”. TITLE In: TITLE PROCEEDINGS TITLE OF BOOKTITLE THE BOOKTITLE 2ND BOOKTITLE INTERNATIONAL BOOKTITLE CONFERENCE BOOKTITLE ON BOOKTITLE INTEGRATED BOOKTITLE INFORMATION BOOKTITLE (IC-ININFO BOOKTITLE 2012). DATE Ed. EDITOR by EDITOR G EDITOR Giannakopoulos EDITOR et EDITOR al. EDITOR Vol. VOLUME 73. VOLUME Procedia BOOKTITLE Social BOOKTITLE and BOOKTITLE Behavioral BOOKTITLE Sciences. BOOKTITLE 2nd BOOKTITLE International BOOKTITLE Conference BOOKTITLE on BOOKTITLE Integrated BOOKTITLE Information BOOKTITLE (IC-ININFO), BOOKTITLE Budapest, BOOKTITLE HUNGARY, BOOKTITLE AUG BOOKTITLE 30-SEP BOOKTITLE 03, VOLUME 2012. DATE 2013, DATE pp. PAGES 678–682. PAGES doi: NOTE 10.1016/j.sbspro.2013.02.105. NOTE"
"alphabetic";"[Man07]Jill Manthorpe. “Bibliometrics in social work”. In: BRITISH JOURNAL OF SOCIAL WORK 37.5 (2007), pp. 951–953. issn: 0045-3102. doi: 10.1093/bjsw/bcm078.";"@article{Man07,   author = {Jill Manthorpe},   title = {Bibliometrics in Social Work},   journal = {British Journal of Social Work},   volume = {37},   number = {5},   year = {2007},   pages = {951--953},   issn = {0045-3102},   doi = {10.1093/bjsw/bcm078}, }  ";"@Man07{ author = {Jill Manthorpe}, title = {\""Bibliometrics in social work\""}, journal = {BRITISH JOURNAL OF SOCIAL WORK}, volume = {37.5}, pages = {951-953}, issn = {0045-3102}, doi = {10.1093/bjsw/bcm078} }";"[Man07]Jill AUTHOR Manthorpe. AUTHOR “Bibliometrics TITLE in TITLE social TITLE work”. TITLE In: TITLE BRITISH JOURNAL JOURNAL JOURNAL OF JOURNAL SOCIAL JOURNAL WORK JOURNAL 37.5 VOLUME (2007), DATE pp. PAGES 951–953. PAGES issn: VOLUME 0045-3102. PAGES doi: NOTES 10.1093/bjsw/bcm078. NOTES"
"alphabetic";"[Pra15]Gangan Prathap. “Bibliometrics - problems and promises”. In: CURRENT SCIENCE 108.2 (2015), pp. 147–148. issn: 0011-3891.";"@article{Pra15,   author = {Gangan Prathap},   title = {Bibliometrics - Problems and Promises},   journal = {Current Science},   volume = {108},   number = {2},   year = {2015},   pages = {147--148},   issn = {0011-3891}, }  ";"@Pra15{ author = {Gangan Prathap}, title = {\""Bibliometrics - problems and promises\""}, journal = {CURRENT SCIENCE}, pages = {147-148}, issn = {0011-3891} }";"[Pra15]Gangan AUTHOR Prathap. AUTHOR “Bibliometrics TITLE - TITLE problems TITLE and TITLE promises”. TITLE In: TITLE CURRENT JOURNAL SCIENCE JOURNAL 108.2 VOLUME (2015), DATE pp. PAGES 147–148. PAGES issn: VOLUME 0011-3891. PAGES"
"alphabetic";"[GM20]Jose M. Gonzalez-Meijome. “Journal of Optometry bibliometrics”. In: JOURNAL OF OPTOMETRY 13.2 (2020), pp. 71–73. issn: 1888-4296. doi: 10.1016/j.optom.2020.03.005.";"@article{GM20,   author = {Jose M. Gonzalez-Meijome},   title = {Journal of Optometry Bibliometrics},   journal = {Journal of Optometry},   volume = {13},   number = {2},   year = {2020},   pages = {71--73},   issn = {1888-4296},   doi = {10.1016/j.optom.2020.03.005}, }  ";"@GM20{ author = {{Jose M. Gonzalez-Meijome}}, title = {\""Journal of Optometry bibliometrics\""}, journal = {JOURNAL OF OPTOMETRY}, pages = {71-73}, issn = {1888-4296}, doi = {10.1016/j.optom.2020.03.005} }";"[GM20]Jose AUTHOR M. AUTHOR Gonzalez-Meijome. AUTHOR “Journal TITLE of TITLE Optometry TITLE bibliometrics”. TITLE In: TITLE JOURNAL JOURNAL OF JOURNAL OPTOMETRY JOURNAL 13.2 VOLUME (2020), DATE pp. PAGES 71–73. PAGES issn: VOLUME 1888-4296. PAGES doi: NOTES 10.1016/j.optom.2020.03.005. NOTES"
"alphabetic";"[BF02]CL Borgman and J Furner. “Scholarly communication and bibliometrics”. In: ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY 36 (2002), pp. 3–72. issn: 0066-4200.";"@article{BF02,   author = {C.L. Borgman and J. Furner},   title = {Scholarly Communication and Bibliometrics},   journal = {Annual Review of Information Science and Technology},   volume = {36},   year = {2002},   pages = {3--72},   issn = {0066-4200}, }  ";"@BF02{ author = {{Borgman, C. L.}} , title = {\""Scholarly communication and bibliometrics\""}, journal = {ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY}, volume = {36}, pages = {3-72}, issn = {0066-4200}}";"[BF02]CL AUTHOR Borgman AUTHOR and AUTHOR J AUTHOR Furner. AUTHOR “Scholarly TITLE communication TITLE and TITLE bibliometrics”. TITLE In: TITLE ANNUAL BOOKTITLE REVIEW JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL AND JOURNAL TECHNOLOGY JOURNAL 36 VOLUME (2002), DATE pp. PAGES 3–72. PAGES issn: NOTES 0066-4200. PAGES"
"alphabetic";"[Gre22]Sue Greener. “Evaluating literature with bibliometrics”. In: INTERACTIVE LEARNING ENVIRONMENTS 30.7 (2022), pp. 1168–1169. issn: 1049-4820. doi: 10.1080/10494820.2022.2118463.";"@article{Gre22,   author = {Sue Greener},   title = {Evaluating Literature with Bibliometrics},   journal = {Interactive Learning Environments},   volume = {30},   number = {7},   year = {2022},   pages = {1168--1169},   issn = {1049-4820},   doi = {10.1080/10494820.2022.2118463}, }  ";"@article{Gre22, title={Evaluating literature with bibliometrics}, author={Greener, Sue}, journal={INTERACTIVE LEARNING ENVIRONMENTS}, volume={30.7}, pages={1168-1169}, issn={1049-4820}, doi={10.1080/10494820.2022.2118463}, }";"[Gre22]Sue AUTHOR Greener. AUTHOR “Evaluating TITLE literature TITLE with TITLE bibliometrics”. TITLE In: TITLE INTERACTIVE JOURNAL LEARNING JOURNAL ENVIRONMENTS JOURNAL 30.7 VOLUME (2022), DATE pp. PAGES 1168–1169. PAGES issn: VOLUME 1049-4820. PAGES doi: PAGES 10.1080/10494820.2022.2118463. PAGES"
"alphabetic";"[Rou14]Ronald Rousseau. “Forgotten founder of bibliometrics”. In: NATURE 510.7504 (2014), p. 218. issn: 0028-0836. doi: 10.1038/510218e.";"@article{Rou14,   author = {Ronald Rousseau},   title = {Forgotten Founder of Bibliometrics},   journal = {Nature},   volume = {510},   number = {7504},   year = {2014},   pages = {218},   issn = {0028-0836},   doi = {10.1038/510218e}, }  ";"@article{Rou14, title={Forgotten founder of bibliometrics}, author={Rousseau, Ronald}, journal={NATURE}, pages={218}, issn={0028-0836}, doi={10.1038/510218e}, }";"[Rou14]Ronald TITLE Rousseau. TITLE “Forgotten TITLE founder TITLE of TITLE bibliometrics”. NOTES In: JOURNAL NATURE JOURNAL 510.7504 PAGES (2014), DATE p. PAGES 218. PAGES issn: NOTES 0028-0836. PAGES doi: NOTES 10.1038/510218e. NOTES"
"alphabetic";"[Cha+07]H. Chang et al. “Technology intelligence with bibliometrics”. In: IMECS 2007: INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS, VOLS I AND II. Lecture Notes in Engineering and Computer Science. International Multiconference of Engineers and Computer Scientists, Kowloon, PEOPLES R CHINA, MAR 21-23, 2007. 2007, pp. 796+. isbn: 978-988-98671-4-0.";"@inproceedings{Cha+07,   author = {H. Chang et al.},   title = {Technology Intelligence with Bibliometrics},   booktitle = {IMECS 2007: International Multiconference of Engineers and Computer Scientists, Vols I and II},   series = {Lecture Notes in Engineering and Computer Science},   year = {2007},   pages = {796+},   isbn = {978-988-98671-4-0}, }  ";"@inproceedings{Chang+07, title={Technology intelligence with bibliometrics}, author={Chang, H.}, booktitle={IMECS 2007: INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS}, pages={796+}, publisher={International Multiconference of Engineers and Computer Scientists}, place={Kowloon, PEOPLES R CHINA}, date={MAR 21-23, 2007}, }";"[Cha+07]H. AUTHOR Chang AUTHOR et AUTHOR al. AUTHOR “Technology TITLE intelligence TITLE with TITLE bibliometrics”. TITLE In: TITLE IMECS TITLE 2007: DATE INTERNATIONAL BOOKTITLE MULTICONFERENCE BOOKTITLE OF BOOKTITLE ENGINEERS BOOKTITLE AND BOOKTITLE COMPUTER BOOKTITLE SCIENTISTS, BOOKTITLE VOLS JOURNAL I JOURNAL AND BOOKTITLE II. BOOKTITLE Lecture BOOKTITLE Notes BOOKTITLE in BOOKTITLE Engineering BOOKTITLE and BOOKTITLE Computer BOOKTITLE Science. BOOKTITLE International BOOKTITLE Multiconference BOOKTITLE of BOOKTITLE Engineers BOOKTITLE and BOOKTITLE Computer BOOKTITLE Scientists, BOOKTITLE Kowloon, BOOKTITLE PEOPLES BOOKTITLE R BOOKTITLE CHINA, BOOKTITLE MAR JOURNAL 21-23, DATE 2007. DATE 2007, DATE pp. PAGES 796+. PAGES isbn: PUBLISHER 978-988-98671-4-0. PAGES"
